SMILES_Solute,Temperature_K,Solvent,SMILES_Solvent,Solubility(mole_fraction),Solubility(mol/L),LogS(mol/L),Compound_Name,CAS,PubChem_CID,FDA_Approved,Source
COC(=O)c1cc(O)c(O)c(O)c1,318.15,isobutanol,CC(C)CO,0.0403,0.4431502829830102,-0.3534489690316195,Methyl gallate,99-24-1,7428,No,10.1016/j.molliq.2019.111531
COC(=O)c1cc(O)c(O)c(O)c1,323.15,isobutanol,CC(C)CO,0.0462,0.5084981881105191,-0.2937105902240396,Methyl gallate,99-24-1,7428,No,10.1016/j.molliq.2019.111531
COC(=O)c1cc(O)c(O)c(O)c1,328.15,isobutanol,CC(C)CO,0.0528,0.5823875949512357,-0.2347878842128812,Methyl gallate,99-24-1,7428,No,10.1016/j.molliq.2019.111531
COC(=O)c1cc(O)c(O)c(O)c1,333.15,isobutanol,CC(C)CO,0.0603,0.6670196338547533,-0.1758613823513948,Methyl gallate,99-24-1,7428,No,10.1016/j.molliq.2019.111531
Cc1ccc(S(N)(=O)=O)cc1,273.15,isobutanol,CC(C)CO,0.004562,0.0505533240763434,-1.2962502825942408,p-Toluenesulfonamide,70-55-3,6269,No,10.1016/j.molliq.2019.111577
Cc1ccc(S(N)(=O)=O)cc1,279.15,isobutanol,CC(C)CO,0.005621,0.0619952419718273,-1.2076416405771309,p-Toluenesulfonamide,70-55-3,6269,No,10.1016/j.molliq.2019.111577
Cc1ccc(S(N)(=O)=O)cc1,283.65,isobutanol,CC(C)CO,0.006895,0.0758127567485393,-1.120257710999112,p-Toluenesulfonamide,70-55-3,6269,No,10.1016/j.molliq.2019.111577
Cc1ccc(S(N)(=O)=O)cc1,289.15,isobutanol,CC(C)CO,0.008459,0.0926586462959276,-1.033114048947274,p-Toluenesulfonamide,70-55-3,6269,No,10.1016/j.molliq.2019.111577
Cc1ccc(S(N)(=O)=O)cc1,293.65,isobutanol,CC(C)CO,0.01035,0.1130900163311893,-0.9465757332147222,p-Toluenesulfonamide,70-55-3,6269,No,10.1016/j.molliq.2019.111577
Cc1ccc(S(N)(=O)=O)cc1,298.85,isobutanol,CC(C)CO,0.01244,0.1355196938190138,-0.8679975882180834,p-Toluenesulfonamide,70-55-3,6269,No,10.1016/j.molliq.2019.111577
Cc1ccc(S(N)(=O)=O)cc1,303.25,isobutanol,CC(C)CO,0.01599,0.1740632499928909,-0.7592929118811298,p-Toluenesulfonamide,70-55-3,6269,No,10.1016/j.molliq.2019.111577
Cc1ccc(S(N)(=O)=O)cc1,308.95,isobutanol,CC(C)CO,0.01934,0.2100578241731568,-0.6776611373493032,p-Toluenesulfonamide,70-55-3,6269,No,10.1016/j.molliq.2019.111577
Cc1ccc(S(N)(=O)=O)cc1,313.15,isobutanol,CC(C)CO,0.02355,0.255847814965857,-0.5920182877101293,p-Toluenesulfonamide,70-55-3,6269,No,10.1016/j.molliq.2019.111577
Cc1ccc(S(N)(=O)=O)cc1,317.65,isobutanol,CC(C)CO,0.02877,0.3127814772367269,-0.5047589735535744,p-Toluenesulfonamide,70-55-3,6269,No,10.1016/j.molliq.2019.111577
Cc1ccc(S(N)(=O)=O)cc1,322.15,isobutanol,CC(C)CO,0.03565,0.3885806776050241,-0.4105187987391969,p-Toluenesulfonamide,70-55-3,6269,No,10.1016/j.molliq.2019.111577
Cl.Cl.Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,293.15,isobutanol,CC(C)CO,0.00186,0.0201631838100563,-1.695440890779755,Flunarizine hydrochloride,30484-77-6,5282407,No,10.1016/j.molliq.2019.112214
Cl.Cl.Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,298.15,isobutanol,CC(C)CO,0.0023599999999999,0.0254639849351477,-1.594073631321712,Flunarizine hydrochloride,30484-77-6,5282407,No,10.1016/j.molliq.2019.112214
Cl.Cl.Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,303.15,isobutanol,CC(C)CO,0.00296,0.0318114426061881,-1.497416635774717,Flunarizine hydrochloride,30484-77-6,5282407,No,10.1016/j.molliq.2019.112214
Cl.Cl.Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,308.15,isobutanol,CC(C)CO,0.0037099999999999,0.0397033481514558,-1.4011728679877846,Flunarizine hydrochloride,30484-77-6,5282407,No,10.1016/j.molliq.2019.112214
Cl.Cl.Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,313.15,isobutanol,CC(C)CO,0.00462,0.0492372598784797,-1.3077061241560035,Flunarizine hydrochloride,30484-77-6,5282407,No,10.1016/j.molliq.2019.112214
Cl.Cl.Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,318.15,isobutanol,CC(C)CO,0.00573,0.0608179484150508,-1.2159682340940638,Flunarizine hydrochloride,30484-77-6,5282407,No,10.1016/j.molliq.2019.112214
Cl.Cl.Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,323.15,isobutanol,CC(C)CO,0.00711,0.0751749618497227,-1.1239267836259694,Flunarizine hydrochloride,30484-77-6,5282407,No,10.1016/j.molliq.2019.112214
Cl.Cl.Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,328.15,isobutanol,CC(C)CO,0.00873,0.0920115111811929,-1.0361578364615975,Flunarizine hydrochloride,30484-77-6,5282407,No,10.1016/j.molliq.2019.112214
Cl.Cl.Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,333.15,isobutanol,CC(C)CO,0.01064,0.1117886760117775,-0.9516021874574596,Flunarizine hydrochloride,30484-77-6,5282407,No,10.1016/j.molliq.2019.112214
CC1(C)[C@H](C(=O)O)[C@@H]1/C=C(\Cl)C(F)(F)F,283.15,isobutanol,CC(C)CO,0.07008,0.8233082974321438,-0.0844375076774684,Cyhalothric acid,68127-59-3,6440474,No,10.1016/j.molliq.2019.112365
CC1(C)[C@H](C(=O)O)[C@@H]1/C=C(\Cl)C(F)(F)F,288.15,isobutanol,CC(C)CO,0.08433,1.001167193362689,0.0005066100382738,Cyhalothric acid,68127-59-3,6440474,No,10.1016/j.molliq.2019.112365
CC1(C)[C@H](C(=O)O)[C@@H]1/C=C(\Cl)C(F)(F)F,293.15,isobutanol,CC(C)CO,0.09904,1.1894405678986166,0.0753427467696611,Cyhalothric acid,68127-59-3,6440474,No,10.1016/j.molliq.2019.112365
CC1(C)[C@H](C(=O)O)[C@@H]1/C=C(\Cl)C(F)(F)F,298.15,isobutanol,CC(C)CO,0.1157199999999999,1.408662138028168,0.1488068418069454,Cyhalothric acid,68127-59-3,6440474,No,10.1016/j.molliq.2019.112365
CC1(C)[C@H](C(=O)O)[C@@H]1/C=C(\Cl)C(F)(F)F,303.15,isobutanol,CC(C)CO,0.13035,1.6060932962885128,0.205770769390006,Cyhalothric acid,68127-59-3,6440474,No,10.1016/j.molliq.2019.112365
CC1(C)[C@H](C(=O)O)[C@@H]1/C=C(\Cl)C(F)(F)F,308.15,isobutanol,CC(C)CO,0.14658,1.8312637330958816,0.2627508945912343,Cyhalothric acid,68127-59-3,6440474,No,10.1016/j.molliq.2019.112365
CC1(C)[C@H](C(=O)O)[C@@H]1/C=C(\Cl)C(F)(F)F,313.15,isobutanol,CC(C)CO,0.16763,2.1363683555786115,0.3296761364664622,Cyhalothric acid,68127-59-3,6440474,No,10.1016/j.molliq.2019.112365
CC1(C)[C@H](C(=O)O)[C@@H]1/C=C(\Cl)C(F)(F)F,318.15,isobutanol,CC(C)CO,0.19979,2.6348218250642645,0.4207512521832154,Cyhalothric acid,68127-59-3,6440474,No,10.1016/j.molliq.2019.112365
CC1(C)[C@H](C(=O)O)[C@@H]1/C=C(\Cl)C(F)(F)F,323.15,isobutanol,CC(C)CO,0.23297,3.1885439065174217,0.503592401635944,Cyhalothric acid,68127-59-3,6440474,No,10.1016/j.molliq.2019.112365
CC(C)C(N)=O,273.15,isobutanol,CC(C)CO,0.05211,0.6064175808571143,-0.2172282164153293,Isobutyramide,563-83-7,68424,No,10.1016/j.molliq.2020.113294
CC(C)C(N)=O,279.15,isobutanol,CC(C)CO,0.06331,0.7412644080122088,-0.13002685213104,Isobutyramide,563-83-7,68424,No,10.1016/j.molliq.2020.113294
CC(C)C(N)=O,284.15,isobutanol,CC(C)CO,0.07373,0.8687582055480267,-0.0611010804077008,Isobutyramide,563-83-7,68424,No,10.1016/j.molliq.2020.113294
CC(C)C(N)=O,289.15,isobutanol,CC(C)CO,0.08552,1.0157131694869348,0.0067710834438473,Isobutyramide,563-83-7,68424,No,10.1016/j.molliq.2020.113294
CC(C)C(N)=O,293.75,isobutanol,CC(C)CO,0.0976099999999999,1.1695613257352515,0.0680229988943353,Isobutyramide,563-83-7,68424,No,10.1016/j.molliq.2020.113294
CC(C)C(N)=O,299.05,isobutanol,CC(C)CO,0.1134,1.3757681070919454,0.1385452374623803,Isobutyramide,563-83-7,68424,No,10.1016/j.molliq.2020.113294
CC(C)C(N)=O,303.75,isobutanol,CC(C)CO,0.1286999999999999,1.581444567088697,0.1990539735964047,Isobutyramide,563-83-7,68424,No,10.1016/j.molliq.2020.113294
CC(C)C(N)=O,308.55,isobutanol,CC(C)CO,0.1459,1.820205068733291,0.2601203194148661,Isobutyramide,563-83-7,68424,No,10.1016/j.molliq.2020.113294
CC(C)C(N)=O,313.65,isobutanol,CC(C)CO,0.1662,2.1131644291207508,0.32493329160103,Isobutyramide,563-83-7,68424,No,10.1016/j.molliq.2020.113294
CC(C)C(N)=O,318.25,isobutanol,CC(C)CO,0.1858,2.408108914967958,0.3816761254844108,Isobutyramide,563-83-7,68424,No,10.1016/j.molliq.2020.113294
CC(C)C(N)=O,323.95,isobutanol,CC(C)CO,0.2127,2.834616617356758,0.4524943287578285,Isobutyramide,563-83-7,68424,No,10.1016/j.molliq.2020.113294
Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,278.15,isobutanol,CC(C)CO,0.0004196799999999,0.00460910880292,-2.336383039770887,Gliclazide,21187-98-4,3475,No,10.1016/j.molliq.2020.113425
Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,283.15,isobutanol,CC(C)CO,0.00054417,0.0059481919832336,-2.2256150226797677,Gliclazide,21187-98-4,3475,No,10.1016/j.molliq.2020.113425
Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,288.15,isobutanol,CC(C)CO,0.00070926,0.0077157313914222,-2.1126228999049874,Gliclazide,21187-98-4,3475,No,10.1016/j.molliq.2020.113425
Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,293.15,isobutanol,CC(C)CO,0.0009160899999999,0.009921419265227,-2.0034261973047283,Gliclazide,21187-98-4,3475,No,10.1016/j.molliq.2020.113425
Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,298.15,isobutanol,CC(C)CO,0.00114212,0.0123082485000192,-1.9098037440546063,Gliclazide,21187-98-4,3475,No,10.1016/j.molliq.2020.113425
Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,303.15,isobutanol,CC(C)CO,0.00145634,0.0156278759289295,-1.8061000453353475,Gliclazide,21187-98-4,3475,No,10.1016/j.molliq.2020.113425
Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,308.15,isobutanol,CC(C)CO,0.00180486,0.0192782257952373,-1.7149329373830582,Gliclazide,21187-98-4,3475,No,10.1016/j.molliq.2020.113425
Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,313.15,isobutanol,CC(C)CO,0.00226078,0.0240370999278564,-1.6191179310663188,Gliclazide,21187-98-4,3475,No,10.1016/j.molliq.2020.113425
Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,318.15,isobutanol,CC(C)CO,0.00286343,0.030304938433768,-1.518486593947387,Gliclazide,21187-98-4,3475,No,10.1016/j.molliq.2020.113425
CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,278.15,isobutanol,CC(C)CO,0.02244,0.251997257229315,-0.598604186109948,Etodolac,41340-25-4,3308,Yes,10.1016/j.molliq.2020.113779
CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,283.15,isobutanol,CC(C)CO,0.0265499999999999,0.2979647324716372,-0.5258351365927498,Etodolac,41340-25-4,3308,Yes,10.1016/j.molliq.2020.113779
CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,288.15,isobutanol,CC(C)CO,0.03159,0.3546123494171167,-0.4502461441149122,Etodolac,41340-25-4,3308,Yes,10.1016/j.molliq.2020.113779
CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,293.15,isobutanol,CC(C)CO,0.03819,0.4296333593959772,-0.3669020046848587,Etodolac,41340-25-4,3308,Yes,10.1016/j.molliq.2020.113779
CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,298.15,isobutanol,CC(C)CO,0.04755,0.5373986294955747,-0.2697034454638259,Etodolac,41340-25-4,3308,Yes,10.1016/j.molliq.2020.113779
CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,303.15,isobutanol,CC(C)CO,0.05944,0.6771681616616799,-0.1693034692572792,Etodolac,41340-25-4,3308,Yes,10.1016/j.molliq.2020.113779
CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,308.15,isobutanol,CC(C)CO,0.07074,0.8116462860797157,-0.0906331942461064,Etodolac,41340-25-4,3308,Yes,10.1016/j.molliq.2020.113779
CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,313.15,isobutanol,CC(C)CO,0.08599,0.9980167086411998,-0.0008621877607957,Etodolac,41340-25-4,3308,Yes,10.1016/j.molliq.2020.113779
CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,318.15,isobutanol,CC(C)CO,0.1036,1.219661702602058,0.086239387177231,Etodolac,41340-25-4,3308,Yes,10.1016/j.molliq.2020.113779
CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,323.15,isobutanol,CC(C)CO,0.123,1.472347320751998,0.1680102703910406,Etodolac,41340-25-4,3308,Yes,10.1016/j.molliq.2020.113779
O=C(c1ccc(F)cc1)c1ccc(F)cc1,293.15,isobutanol,CC(C)CO,0.0097,0.105984554911266,-0.9747574196931772,"4,4′-difluorobenzophenone",345-92-6,9582,No,10.1016/j.molliq.2020.113903
O=C(c1ccc(F)cc1)c1ccc(F)cc1,298.15,isobutanol,CC(C)CO,0.0125,0.1362577232927525,-0.8656388718890252,"4,4′-difluorobenzophenone",345-92-6,9582,No,10.1016/j.molliq.2020.113903
O=C(c1ccc(F)cc1)c1ccc(F)cc1,303.15,isobutanol,CC(C)CO,0.0158,0.1720196110814266,-0.7644220385637288,"4,4′-difluorobenzophenone",345-92-6,9582,No,10.1016/j.molliq.2020.113903
O=C(c1ccc(F)cc1)c1ccc(F)cc1,308.15,isobutanol,CC(C)CO,0.02,0.2175919947731666,-0.6623570864085636,"4,4′-difluorobenzophenone",345-92-6,9582,No,10.1016/j.molliq.2020.113903
O=C(c1ccc(F)cc1)c1ccc(F)cc1,313.15,isobutanol,CC(C)CO,0.0255,0.2775870155002231,-0.5566008524408477,"4,4′-difluorobenzophenone",345-92-6,9582,No,10.1016/j.molliq.2020.113903
O=C(c1ccc(F)cc1)c1ccc(F)cc1,318.15,isobutanol,CC(C)CO,0.0322,0.3511169000587449,-0.4545482664457339,"4,4′-difluorobenzophenone",345-92-6,9582,No,10.1016/j.molliq.2020.113903
O=C(c1ccc(F)cc1)c1ccc(F)cc1,323.15,isobutanol,CC(C)CO,0.0407,0.4453943638797408,-0.3512552829270703,"4,4′-difluorobenzophenone",345-92-6,9582,No,10.1016/j.molliq.2020.113903
O=C(c1ccc(F)cc1)c1ccc(F)cc1,328.15,isobutanol,CC(C)CO,0.0511,0.5626266973365915,-0.2497796638685213,"4,4′-difluorobenzophenone",345-92-6,9582,No,10.1016/j.molliq.2020.113903
O=C(c1ccc(F)cc1)c1ccc(F)cc1,333.15,isobutanol,CC(C)CO,0.0643,0.7143069501750614,-0.1461151241887814,"4,4′-difluorobenzophenone",345-92-6,9582,No,10.1016/j.molliq.2020.113903
O=[N+]([O-])c1cn[nH]c1[N+](=O)[O-],283.15,isobutanol,CC(C)CO,0.23433,3.3434916951185976,0.5242002487954837,"3,4-dinitro-1H-pyrazole",38858-92-3,3620736,No,10.1016/j.molliq.2020.114004
O=[N+]([O-])c1cn[nH]c1[N+](=O)[O-],288.15,isobutanol,CC(C)CO,0.26441,3.907559097591794,0.5919055549737391,"3,4-dinitro-1H-pyrazole",38858-92-3,3620736,No,10.1016/j.molliq.2020.114004
O=[N+]([O-])c1cn[nH]c1[N+](=O)[O-],293.15,isobutanol,CC(C)CO,0.26544,3.9099996484558943,0.5921767183488919,"3,4-dinitro-1H-pyrazole",38858-92-3,3620736,No,10.1016/j.molliq.2020.114004
O=[N+]([O-])c1cn[nH]c1[N+](=O)[O-],298.15,isobutanol,CC(C)CO,0.32914,5.281253162390883,0.7227369863474479,"3,4-dinitro-1H-pyrazole",38858-92-3,3620736,No,10.1016/j.molliq.2020.114004
O=[N+]([O-])c1cn[nH]c1[N+](=O)[O-],303.15,isobutanol,CC(C)CO,0.35518,5.902204308765144,0.7710142388192375,"3,4-dinitro-1H-pyrazole",38858-92-3,3620736,No,10.1016/j.molliq.2020.114004
O=[N+]([O-])c1cn[nH]c1[N+](=O)[O-],308.15,isobutanol,CC(C)CO,0.39056,6.832754240699314,0.8345958003761924,"3,4-dinitro-1H-pyrazole",38858-92-3,3620736,No,10.1016/j.molliq.2020.114004
O=[N+]([O-])c1cn[nH]c1[N+](=O)[O-],313.15,isobutanol,CC(C)CO,0.43845,8.28270995434192,0.9181724534108008,"3,4-dinitro-1H-pyrazole",38858-92-3,3620736,No,10.1016/j.molliq.2020.114004
O=[N+]([O-])c1cn[nH]c1[N+](=O)[O-],318.15,isobutanol,CC(C)CO,0.48572,9.967077398330105,0.9985678307438514,"3,4-dinitro-1H-pyrazole",38858-92-3,3620736,No,10.1016/j.molliq.2020.114004
O=[N+]([O-])c1cn[nH]c1[N+](=O)[O-],323.15,isobutanol,CC(C)CO,0.53869,12.258880083906313,1.0884507968059325,"3,4-dinitro-1H-pyrazole",38858-92-3,3620736,No,10.1016/j.molliq.2020.114004
CCCOC(=O)c1cc(O)c(O)c(O)c1,293.15,isobutanol,CC(C)CO,0.1893,2.5265509817949163,0.4025280660370721,Propyl gallate,121-79-9,4947,No,10.1016/j.molliq.2020.114035
CCCOC(=O)c1cc(O)c(O)c(O)c1,298.15,isobutanol,CC(C)CO,0.2087,2.8390268687534412,0.4531695027393609,Propyl gallate,121-79-9,4947,No,10.1016/j.molliq.2020.114035
CCCOC(=O)c1cc(O)c(O)c(O)c1,303.15,isobutanol,CC(C)CO,0.2289,3.180821694038045,0.5025393247295697,Propyl gallate,121-79-9,4947,No,10.1016/j.molliq.2020.114035
CCCOC(=O)c1cc(O)c(O)c(O)c1,308.15,isobutanol,CC(C)CO,0.25,3.5540025812950553,0.5507177389002876,Propyl gallate,121-79-9,4947,No,10.1016/j.molliq.2020.114035
CCCOC(=O)c1cc(O)c(O)c(O)c1,313.15,isobutanol,CC(C)CO,0.2719,3.961493859758041,0.5978589871147404,Propyl gallate,121-79-9,4947,No,10.1016/j.molliq.2020.114035
CCCOC(=O)c1cc(O)c(O)c(O)c1,318.15,isobutanol,CC(C)CO,0.2948,4.411605354742602,0.6445966551907697,Propyl gallate,121-79-9,4947,No,10.1016/j.molliq.2020.114035
CCCOC(=O)c1cc(O)c(O)c(O)c1,323.15,isobutanol,CC(C)CO,0.3188,4.91301879723827,0.6913484257511945,Propyl gallate,121-79-9,4947,No,10.1016/j.molliq.2020.114035
CCCOC(=O)c1cc(O)c(O)c(O)c1,328.15,isobutanol,CC(C)CO,0.3312,5.173851343751212,0.7138139463140336,Propyl gallate,121-79-9,4947,No,10.1016/j.molliq.2020.114035
CCCOC(=O)c1cc(O)c(O)c(O)c1,333.15,isobutanol,CC(C)CO,0.344,5.450861353220159,0.7364651355596724,Propyl gallate,121-79-9,4947,No,10.1016/j.molliq.2020.114035
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,278.15,isobutanol,CC(C)CO,0.0040599999999999,0.0447516695607241,-1.3491907577227256,Melatonin,73-31-4,896,Yes,10.1016/j.molliq.2020.114139
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,283.15,isobutanol,CC(C)CO,0.005379,0.0590823698870979,-1.2285420927736443,Melatonin,73-31-4,896,Yes,10.1016/j.molliq.2020.114139
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,288.15,isobutanol,CC(C)CO,0.0072999999999999,0.0799407711967804,-1.097231666372503,Melatonin,73-31-4,896,Yes,10.1016/j.molliq.2020.114139
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,293.15,isobutanol,CC(C)CO,0.00972,0.1062052246768748,-0.9738541179765496,Melatonin,73-31-4,896,Yes,10.1016/j.molliq.2020.114139
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,298.15,isobutanol,CC(C)CO,0.01267,0.138134608464662,-0.8596974989577965,Melatonin,73-31-4,896,Yes,10.1016/j.molliq.2020.114139
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,303.15,isobutanol,CC(C)CO,0.0166699999999999,0.181652151456108,-0.7407594540634052,Melatonin,73-31-4,896,Yes,10.1016/j.molliq.2020.114139
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,308.15,isobutanol,CC(C)CO,0.0211799999999999,0.2307077133849816,-0.6369378852165118,Melatonin,73-31-4,896,Yes,10.1016/j.molliq.2020.114139
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,313.15,isobutanol,CC(C)CO,0.02763,0.3014325476723941,-0.5208098558324274,Melatonin,73-31-4,896,Yes,10.1016/j.molliq.2020.114139
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,318.15,isobutanol,CC(C)CO,0.03524,0.3854766628246588,-0.4140019094762301,Melatonin,73-31-4,896,Yes,10.1016/j.molliq.2020.114139
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,323.15,isobutanol,CC(C)CO,0.04414,0.4847778777789857,-0.3144572068651302,Melatonin,73-31-4,896,Yes,10.1016/j.molliq.2020.114139
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,278.15,isobutanol,CC(C)CO,0.03074,0.3481608683004563,-0.4582200432020478,Flutamide,13311-84-7,3397,Yes,10.1016/j.molliq.2020.114762
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,283.15,isobutanol,CC(C)CO,0.03813,0.4330762953871327,-0.3634355869104333,Flutamide,13311-84-7,3397,Yes,10.1016/j.molliq.2020.114762
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,288.15,isobutanol,CC(C)CO,0.04874,0.5569930612372693,-0.2541502150329772,Flutamide,13311-84-7,3397,Yes,10.1016/j.molliq.2020.114762
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,293.15,isobutanol,CC(C)CO,0.06323,0.7303446173720063,-0.136472167129923,Flutamide,13311-84-7,3397,Yes,10.1016/j.molliq.2020.114762
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,298.15,isobutanol,CC(C)CO,0.07757,0.9052084343198792,-0.0432514081402905,Flutamide,13311-84-7,3397,Yes,10.1016/j.molliq.2020.114762
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,303.15,isobutanol,CC(C)CO,0.09651,1.1445985745959006,0.058653200732321,Flutamide,13311-84-7,3397,Yes,10.1016/j.molliq.2020.114762
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,308.15,isobutanol,CC(C)CO,0.1181499999999999,1.428492617724139,0.1548780003435748,Flutamide,13311-84-7,3397,Yes,10.1016/j.molliq.2020.114762
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,313.15,isobutanol,CC(C)CO,0.14129,1.7454431784391522,0.2419057152573302,Flutamide,13311-84-7,3397,Yes,10.1016/j.molliq.2020.114762
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,318.15,isobutanol,CC(C)CO,0.17145,2.1837365717511625,0.3392002474324059,Flutamide,13311-84-7,3397,Yes,10.1016/j.molliq.2020.114762
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,323.15,isobutanol,CC(C)CO,0.20687,2.738154121526311,0.4374578894680351,Flutamide,13311-84-7,3397,Yes,10.1016/j.molliq.2020.114762
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].O.O.O.[Ca+2],293.15,isobutanol,CC(C)CO,0.000134,0.0014501089160005,-2.838599377184621,Atorvastatin calcium,344423-98-9,656846,No,10.1016/j.molliq.2020.115124
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].O.O.O.[Ca+2],298.15,isobutanol,CC(C)CO,0.000155,0.0016687344755634,-2.7776127615660955,Atorvastatin calcium,344423-98-9,656846,No,10.1016/j.molliq.2020.115124
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].O.O.O.[Ca+2],303.15,isobutanol,CC(C)CO,0.0002379999999999,0.0025508479177454,-2.5933154333748445,Atorvastatin calcium,344423-98-9,656846,No,10.1016/j.molliq.2020.115124
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].O.O.O.[Ca+2],308.15,isobutanol,CC(C)CO,0.0003599999999999,0.003839705081628,-2.415702131450239,Atorvastatin calcium,344423-98-9,656846,No,10.1016/j.molliq.2020.115124
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].O.O.O.[Ca+2],313.15,isobutanol,CC(C)CO,0.000521,0.005529741888904,-2.2572951397334213,Atorvastatin calcium,344423-98-9,656846,No,10.1016/j.molliq.2020.115124
